,Bank Name,Job Title,URL (URL of the job posting),FinTech Score,Non-Fintech Score,Admin_Clerical_HR - Sheet1,Audit and Finance,Business Intelligence and Analysis,Data Analytics and Machine Learning,"Marketing , Sales and management",Network and Cyber Security,Softwrae Development,_Investment and risk management__ - Sheet1
0,"Bank Of America	""Job Description:Bank of America has grown to the 1st market position for purchasing cards and 2nd market position for travel cards based on the 2018 Nilson reports.Â  The continued growth of our cards business is driven by ongoing investments and innovation in our commercial card capabilities to help our clients optimize their supplier and travel expenses. As a Product Manager on Bank of Americaâ€™s Commercial Card and Comprehensive Payables Product Team",fast growing business and play a key role in delivering innovative solutions for some of the worldâ€™s largest companies. Â Â This position will lead the partnership with a top FinTech company to bring to market and manage BAMLâ€™s new Accounts Payable (AP) Automation solution. Initially targeting our Business Banking and Middle Market clients,this new solution aims to fundamentally transform the way clients manage their vendor invoices and payments,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Senior Relationship Manager â€“ Healthcare",Education and Not for Profit Group. The Healthcare,Education and Not for Profit Group (HENFP) is part of the Commercial Bank which serves public and private companies,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Line of Business Job DescriptionSupports executive clients across all LOBs.â€¢ Participates in design",with general guidance from more seasoned consultants or managers.â€¢ Handle meetings,events and conferences,1,0,0,0,0,0,0,0,1,0
0,"Bank Of America	""Job Description:At Bank of America",client service representatives (CSRs) go beyond processing transactions â€“ youâ€™ll build relationships with clients to understand their financial goals,identify solutions that will benefit them and connect them to the appropriate teammate who can provide education and solutions to help them live their best financial lives. CSRs work in a financial center and report to the financial center manager.Weâ€™ll help youâ€¢ Get training and one-on-one coaching from your manager who is invested in your success. Youâ€™ll enroll in our Academy for Consumer and Small Business to develop as a client service representative.â€¢ Learn core banking solutions and processes. Understand solutions we provide through Bank of America and how to process transactions such as client deposits and cashing checks accurately.â€¢ Grow your network to maximize effectiveness in meeting client needs. Cultivate relationships with teammates and specialists to assist clients with inquiries and/or problem resolution.â€¢ Provide education to clients. Inform and educate clients on how to conduct simple transactions through convenient banking options,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:At Bank of America",client service representatives (CSRs) go beyond processing transactions â€“ youâ€™ll build relationships with clients to understand their financial goals,identify solutions that will benefit them and connect them to the appropriate teammate who can provide education and solutions to help them live their best financial lives. CSRs work in a financial center and report to the financial center manager.Weâ€™ll help youâ€¢ Get training and one-on-one coaching from your manager who is invested in your success. Youâ€™ll enroll in our Academy for Consumer and Small Business to develop as a client service representative.â€¢ Learn core banking solutions and processes. Understand solutions we provide through Bank of America and how to process transactions such as client deposits and cashing checks accurately.â€¢ Grow your network to maximize effectiveness in meeting client needs. Cultivate relationships with teammates and specialists to assist clients with inquiries and/or problem resolution.â€¢ Provide education to clients. Inform and educate clients on how to conduct simple transactions through convenient banking options,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:At Bank of America",client service representatives (CSRs) go beyond processing transactions â€“ youâ€™ll build relationships with clients to understand their financial goals,identify solutions that will benefit them and connect them to the appropriate teammate who can provide education and solutions to help them live their best financial lives. CSRs work in a financial center and report to the financial center manager.Weâ€™ll help youâ€¢ Get training and one-on-one coaching from your manager who is invested in your success. Youâ€™ll enroll in our Academy for Consumer and Small Business to develop as a client service representative.â€¢ Learn core banking solutions and processes. Understand solutions we provide through Bank of America and how to process transactions such as client deposits and cashing checks accurately.â€¢ Grow your network to maximize effectiveness in meeting client needs. Cultivate relationships with teammates and specialists to assist clients with inquiries and/or problem resolution.â€¢ Provide education to clients. Inform and educate clients on how to conduct simple transactions through convenient banking options,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:At Bank of America",client service representatives (CSRs) go beyond processing transactions â€“ youâ€™ll build relationships with clients to understand their financial goals,identify solutions that will benefit them and connect them to the appropriate teammate who can provide education and solutions to help them live their best financial lives. CSRs work in a financial center and report to the financial center manager.Weâ€™ll help youâ€¢ Get training and one-on-one coaching from your manager who is invested in your success. Youâ€™ll enroll in our Academy for Consumer and Small Business to develop as a client service representative.â€¢ Learn core banking solutions and processes. Understand solutions we provide through Bank of America and how to process transactions such as client deposits and cashing checks accurately.â€¢ Grow your network to maximize effectiveness in meeting client needs. Cultivate relationships with teammates and specialists to assist clients with inquiries and/or problem resolution.â€¢ Provide education to clients. Inform and educate clients on how to conduct simple transactions through convenient banking options,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:At Bank of America",client service representatives (CSRs) go beyond processing transactions â€“ youâ€™ll build relationships with clients to understand their financial goals,identify solutions that will benefit them and connect them to the appropriate teammate who can provide education and solutions to help them live their best financial lives. CSRs work in a financial center and report to the financial center manager.Weâ€™ll help youâ€¢ Get training and one-on-one coaching from your manager who is invested in your success. Youâ€™ll enroll in our Academy for Consumer and Small Business to develop as a client service representative.â€¢ Learn core banking solutions and processes. Understand solutions we provide through Bank of America and how to process transactions such as client deposits and cashing checks accurately.â€¢ Grow your network to maximize effectiveness in meeting client needs. Cultivate relationships with teammates and specialists to assist clients with inquiries and/or problem resolution.â€¢ Provide education to clients. Inform and educate clients on how to conduct simple transactions through convenient banking options,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:At Bank of America",client service representatives (CSRs) go beyond processing transactions â€“ youâ€™ll build relationships with clients to understand their financial goals,identify solutions that will benefit them and connect them to the appropriate teammate who can provide education and solutions to help them live their best financial lives. CSRs work in a financial center and report to the financial center manager.Weâ€™ll help youâ€¢ Get training and one-on-one coaching from your manager who is invested in your success. Youâ€™ll enroll in our Academy for Consumer and Small Business to develop as a client service representative.â€¢ Learn core banking solutions and processes. Understand solutions we provide through Bank of America and how to process transactions such as client deposits and cashing checks accurately.â€¢ Grow your network to maximize effectiveness in meeting client needs. Cultivate relationships with teammates and specialists to assist clients with inquiries and/or problem resolution.â€¢ Provide education to clients. Inform and educate clients on how to conduct simple transactions through convenient banking options,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:At Bank of America",client service representatives (CSRs) go beyond processing transactions â€“ youâ€™ll build relationships with clients to understand their financial goals,identify solutions that will benefit them and connect them to the appropriate teammate who can provide education and solutions to help them live their best financial lives. CSRs work in a financial center and report to the financial center manager.Weâ€™ll help youâ€¢ Get training and one-on-one coaching from your manager who is invested in your success. Youâ€™ll enroll in our Academy for Consumer and Small Business to develop as a client service representative.â€¢ Learn core banking solutions and processes. Understand solutions we provide through Bank of America and how to process transactions such as client deposits and cashing checks accurately.â€¢ Grow your network to maximize effectiveness in meeting client needs. Cultivate relationships with teammates and specialists to assist clients with inquiries and/or problem resolution.â€¢ Provide education to clients. Inform and educate clients on how to conduct simple transactions through convenient banking options,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:At Bank of America",client service representatives (CSRs) go beyond processing transactions â€“ youâ€™ll build relationships with clients to understand their financial goals,identify solutions that will benefit them and connect them to the appropriate teammate who can provide education and solutions to help them live their best financial lives. CSRs work in a financial center and report to the financial center manager.Weâ€™ll help youâ€¢ Get training and one-on-one coaching from your manager who is invested in your success. Youâ€™ll enroll in our Academy for Consumer and Small Business to develop as a client service representative.â€¢ Learn core banking solutions and processes. Understand solutions we provide through Bank of America and how to process transactions such as client deposits and cashing checks accurately.â€¢ Grow your network to maximize effectiveness in meeting client needs. Cultivate relationships with teammates and specialists to assist clients with inquiries and/or problem resolution.â€¢ Provide education to clients. Inform and educate clients on how to conduct simple transactions through convenient banking options,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Job Description:The EVM will manage performance for assigned vendors that may vary in risk and complexity for the AMRS Network Management team. Maintains relationships with vendors and LOB or ECF as required. Measures vendor performance and other expectations as per the contract and enterprise requirements. Proactively manages the satisfaction of the business with the vendor. Responsible for the coordination and execution of Global Procurement deliverables. It will also support Enterprise Vendor Management and Vendor Management deliverables including uploading documents as evidence. May interact with internal associates and vendors to enforce compliance with contract terms",perform quality control,manage data,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Job Description:The EVM will manage performance for assigned vendors that may vary in risk and complexity for the AMRS Network Management team. Maintains relationships with vendors and LOB or ECF as required. Measures vendor performance and other expectations as per the contract and enterprise requirements. Proactively manages the satisfaction of the business with the vendor. Responsible for the coordination and execution of Global Procurement deliverables. It will also support Enterprise Vendor Management and Vendor Management deliverables including uploading documents as evidence. May interact with internal associates and vendors to enforce compliance with contract terms",perform quality control,manage data,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:At Bank of America",fostering a team environment and instilling a client-centric culture to make clientsâ€™ financial lives better.Â As part of the Bank of America team,FCMs benefit from personal coaching,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:At Bank of America",client service representatives (CSRs) go beyond processing transactions â€“ youâ€™ll build relationships with clients to understand their financial goals,identify solutions that will benefit them and connect them to the appropriate teammate who can provide education and solutions to help them live their best financial lives. CSRs work in a financial center and report to the financial center manager.Weâ€™ll help youâ€¢ Get training and one-on-one coaching from your manager who is invested in your success. Youâ€™ll enroll in our Academy for Consumer and Small Business to develop as a client service representative.â€¢ Learn core banking solutions and processes. Understand solutions we provide through Bank of America and how to process transactions such as client deposits and cashing checks accurately.â€¢ Grow your network to maximize effectiveness in meeting client needs. Cultivate relationships with teammates and specialists to assist clients with inquiries and/or problem resolution.â€¢ Provide education to clients. Inform and educate clients on how to conduct simple transactions through convenient banking options,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Relationship bankers (RBs) are located in the financial center and are responsible for assisting and educating customers on self-service banking options (for example",online,ATM) and building and deepening customer relationships. RBs are also trained in cash transactions and may be asked to process these transactions both accurately and efficiently when needed.Â Primary Responsibilities:Â Â  â€¢Engage customers in the lobby to assist,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:At Bank of America",offering appropriate solutions and connecting clients with specialists.Â As part of the Bank of America team,RMs have access to industry leading products and services and a team of dedicated product specialists â€“ all designed to meet the unique life priorities of our clients. RMs benefit from personal coaching,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:At Bank of America",in supporting the financial center manager,to create a client-centric culture to improve clientsâ€™ financial lives.Â As part of the Bank of America team,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Few things impact peopleâ€™s lives as much as their finances. Make a difference where it counts by joining our industry-leading wealth management team at Bank of America and Merrill Lynch. Weâ€™re looking for the next generation of financial advisorsâ€”those with a passion for people and drive to build a business that makes their financial lives better. Going beyond portfolios and investment strategies",complex financial picture,and then guide them with advice and solutions to help them live their best financial lives.The Advisor Development Program will help you get the necessary training and guidance along a defined path to become the financial advisor you want to be. From marketing yourself to managing a practice,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Advise potential borrowers regarding appropriate loan programs and the loan process. Engage in loan origination activities that include calling on Realtors",Affinity partners or other B2B business partners in the community. Participate in community or trade events for the purpose of promoting the Company. Quoting rates,programs and taking loan applications,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Participates in UAT and Production implementations and provides daily BAU support for respective environments. Participates in any/all operational type responsibilities of a robust and large scale Citrix Xenapp installation at Bank of America.Â  Responsible for day to day support activities up to and including monitoring",on-call,and change implementations.Â Responsible for critical components of large,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Business OverviewMerrill Lynch Wealth Management is a leading provider of comprehensive wealth management and investment products and services for individuals",and institutions. Merrill Lynch wealth management is one of the largest businesses of its kind in the world specializing in goals-based wealth management,including planning for retirement,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Business OverviewMerrill Lynch Wealth Management is a leading provider of comprehensive wealth management and investment products and services for individuals",and institutions. Merrill Lynch wealth management is one of the largest businesses of its kind in the world specializing in goals-based wealth management,including planning for retirement,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Essential Functions:Interface with clients and internal deal teams in order to structure",lawyers,accountants,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Essential Functions:Interface with clients and internal deal teams in order to structure",lawyers,accountants,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Essential Functions:Interface with clients and internal deal teams in order to structure",lawyers,accountants,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Essential Functions:Interface with clients and internal deal teams in order to structure",lawyers,accountants,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Essential Functions:Interface with clients and internal deal teams in order to structure",lawyers,accountants,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:At Bank of America",offering appropriate solutions and connecting clients with specialists.Â As part of the Bank of America team,RMs have access to industry leading products and services and a team of dedicated product specialists â€“ all designed to meet the unique life priorities of our clients. RMs benefit from personal coaching,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Financial Center Client Service Representative I s FC CSR I are responsible for providing a positive customer experience that leads to improved satisfaction and sales. FC CSR I s process transactions accurately and efficiently in a fast-paced environment while simultaneously introducing products and services that meet the customersâ€™ needs and encouraging customers to expand their relationship with Bank of America. This position was previously known as the Teller position within the Financial Center. Duties may include",personalized service,b) Listen carefully and connect with customers to understand their top financial priorities and to uncover products and solutions that will benefit them,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:The Client Associate PR (CA - Pre Registered) role is a service support position",in addition to the businesses of particular FAs. For established clients,the CA will often serve as the most frequent point of contact with Merrill Lynch. The Client Associate PR role is required to obtain registrations (Series 7,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:At Bank of America",client service representatives (CSRs) go beyond processing transactions â€“ youâ€™ll build relationships with clients to understand their financial goals,identify solutions that will benefit them and connect them to the appropriate teammate who can provide education and solutions to help them live their best financial lives. CSRs work in a financial center and report to the financial center manager.Weâ€™ll help youâ€¢ Get training and one-on-one coaching from your manager who is invested in your success. Youâ€™ll enroll in our Academy for Consumer and Small Business to develop as a client service representative.â€¢ Learn core banking solutions and processes. Understand solutions we provide through Bank of America and how to process transactions such as client deposits and cashing checks accurately.â€¢ Grow your network to maximize effectiveness in meeting client needs. Cultivate relationships with teammates and specialists to assist clients with inquiries and/or problem resolution.â€¢ Provide education to clients. Inform and educate clients on how to conduct simple transactions through convenient banking options,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:At Bank of America",client service representatives (CSRs) go beyond processing transactions â€“ youâ€™ll build relationships with clients to understand their financial goals,identify solutions that will benefit them and connect them to the appropriate teammate who can provide education and solutions to help them live their best financial lives. CSRs work in a financial center and report to the financial center manager.Weâ€™ll help youâ€¢ Get training and one-on-one coaching from your manager who is invested in your success. Youâ€™ll enroll in our Academy for Consumer and Small Business to develop as a client service representative.â€¢ Learn core banking solutions and processes. Understand solutions we provide through Bank of America and how to process transactions such as client deposits and cashing checks accurately.â€¢ Grow your network to maximize effectiveness in meeting client needs. Cultivate relationships with teammates and specialists to assist clients with inquiries and/or problem resolution.â€¢ Provide education to clients. Inform and educate clients on how to conduct simple transactions through convenient banking options,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:GWIM Banking Onboarding/Maintenance serves as a â€œvirtual financial centerâ€ for Merrill Lynch OR UST clients with Bank of America bank accounts. Our department strives to offer the best possible client service to our internal and external clients and assists in the enablement of banking capabilities in Merrill Lynch branch offices.Role responsibilities includeÂ processing/researching account maintenance andÂ service requests. Individuals at this level are expected to use some independence of thought and proven research ability",,,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Business OverviewMerrill Lynch Wealth Management is a leading provider of comprehensive wealth management and investment products and services for individuals",and institutions. Merrill Lynch wealth management is one of the largest businesses of its kind in the world specializing in goals-based wealth management,including planning for retirement,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Bank of America's Dealer Financial Services Group (""""DFS"""") is seeking a Portfolio Management Officer II (""""PMOII"""") supporting our East team.Â  DFS supports the financial needs of publicly and privately held franchised automobile dealers.Â  Our credit product suite includes floor plan funding for inventory",acquisition / expansion financing,as well as derivative products (interest rate swaps) and a full spectrum of Treasury Management products and services.The PMO serves as a key member of the Commercial Client Team in handling the clients financial needs,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Bank of America's Dealer Financial Services Group (""""DFS"""") is seeking a Portfolio Management Officer II (""""PMOII"""") supporting our East team.Â  DFS supports the financial needs of publicly and privately held franchised automobile dealers.Â  Our credit product suite includes floor plan funding for inventory",acquisition / expansion financing,as well as derivative products (interest rate swaps) and a full spectrum of Treasury Management products and services.The PMO serves as a key member of the Commercial Client Team in handling the clients financial needs,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Bank of America's Dealer Financial Services Group (""""DFS"""") is seeking a Portfolio Management Officer II (""""PMOII"""") supporting our East team.Â  DFS supports the financial needs of publicly and privately held franchised automobile dealers.Â  Our credit product suite includes floor plan funding for inventory",acquisition / expansion financing,as well as derivative products (interest rate swaps) and a full spectrum of Treasury Management products and services.The PMO serves as a key member of the Commercial Client Team in handling the clients financial needs,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:At Bank of America",in supporting the financial center manager,to create a client-centric culture to improve clientsâ€™ financial lives.Â As part of the Bank of America team,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Relationship bankers (RBs) are located in the financial center and are responsible for assisting and educating customers on self-service banking options (for example",online,ATM) and building and deepening customer relationships. RBs are also trained in cash transactions and may be asked to process these transactions both accurately and efficiently when needed.Â Primary Responsibilities:Â Â  â€¢Engage customers in the lobby to assist,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Business OverviewMerrill Lynch Wealth Management is a leading provider of comprehensive wealth management and investment products and services for individuals",and institutions. Merrill Lynch wealth management is one of the largest businesses of its kind in the world specializing in goals-based wealth management,including planning for retirement,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:This position is for a data analyst on the Finance Data Sourcing (FDS) team within the Global Financial Control (GFC) - Finance Systems & Data Management (FSDM) organization. The FDS team drives change activities related to the central sourcing of instrument level data for data consumers across Finance such as Regulatory Reporting",Tax and FTP.Â  This includes gathering and interpreting data requirements,research and analysis,0,0,0,0,0,0,0,0,0,0
0,Bank Of America	Job Description:The Core Finance Data Management team is accountable for delivering all relevant services to develop and drive the data agenda for Finance. These include:Maintain Data Compliance:Maintain Data Governance:Required Skills:Desired Skills:	data-quality-and-governance-finance-data-domain-relationship-manager	http://careers.bankofamerica.com/job-detail/19004893/united-states/us/data-quality-and-governance-finance-data-domain-relationship-manager,,,0,0,0,0,0,0,0,0,0,0
0,Bank Of America	Job Description:The Core Finance Data Management team is accountable for delivering all relevant services to develop and drive the data agenda for Finance. These include:Required Skills and Experience:Desired Skills:	data-quality-and-governance-finance-data-issue-analyst	http://careers.bankofamerica.com/job-detail/19004896/united-states/us/data-quality-and-governance-finance-data-issue-analyst,,,0,0,0,0,0,0,0,0,0,0
0,Bank Of America	Job Description:Line of Business Description: The role will support the Global CommercialÂ  team within Treasury Fulfillment and Servicing.Enterprise Description/Role Overview: First point of contact for clients submitting implementation requests via email channel for high revenue clients. Handles end-to-end processing for less complex implementation while engaging other business partners as needed. May work with internal business partners to ensure the successful implementation of services. Key Responsibilities: Required Skills and ExperienceDesired Skills and Experience	treasury-fands-sr-specialist-implementation-global-commercial-team	http://careers.bankofamerica.com/job-detail/19006467/united-states/us/treasury-fands-sr-specialist-implementation-global-commercial-team,,,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:At Bank of America",offering appropriate solutions and connecting clients with specialists.Â As part of the Bank of America team,RMs have access to industry leading products and services and a team of dedicated product specialists â€“ all designed to meet the unique life priorities of our clients. RMs benefit from personal coaching,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:The FC Lending Consultant is a role that consists of 12 month training and mentoring program with the LC graduating to a Lending Consultant position upon successful completion of the program. The Lending Consultant (LC) will generate a minimum 70% of their mortgage sales goals by managing the end-to-end consumer mortgage referral requests that originate within assigned Financial Centers. Additional sources of revenue to meet 100% of mortgage sales goals may be developed through self-sourcing from relationships with local realtors and/or builders. The LC will successfully complete pre-assigned training activities",and coach Financial Center associates on best practice referral strategies.This position is subject to SAFE Act registration requirements. Pursuant to the SAFE Act requirements,all employees engaged in residential loan mortgage originations must register with the federal registry system and remain in good standing. Since your position requires SAFE Act registration,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Relationship bankers (RBs) are located in the financial center and are responsible for assisting and educating customers on self-service banking options (for example",online,ATM) and building and deepening customer relationships. RBs are also trained in cash transactions and may be asked to process these transactions both accurately and efficiently when needed.Â Primary Responsibilities:Â Â  â€¢Engage customers in the lobby to assist,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:At Bank of America",in supporting the financial center manager,to create a client-centric culture to improve clientsâ€™ financial lives.Â As part of the Bank of America team,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:At Bank of America",fostering a team environment and instilling a client-centric culture to make clientsâ€™ financial lives better.Â As part of the Bank of America team,FCMs benefit from personal coaching,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:At Bank of America",in supporting the financial center manager,to create a client-centric culture to improve clientsâ€™ financial lives.Â As part of the Bank of America team,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Job Description *** Position must be located in Greensboro",based in Greensboro,NC. Responsible for the protection of all corporate assets to include employees,1,0,0,0,0,0,0,1,0,0
0,"Bank Of America	""Job Description:At Bank of America",offering appropriate solutions and connecting clients with specialists.Â As part of the Bank of America team,RMs have access to industry leading products and services and a team of dedicated product specialists â€“ all designed to meet the unique life priorities of our clients. RMs benefit from personal coaching,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:At Bank of America",offering appropriate solutions and connecting clients with specialists.Â As part of the Bank of America team,RMs have access to industry leading products and services and a team of dedicated product specialists â€“ all designed to meet the unique life priorities of our clients. RMs benefit from personal coaching,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Business OverviewU.S. Trust",investment management,banking and credit needs. Clients are served by teams of experienced advisors offering a range of financial products and services,0,1,0,0,1,0,0,0,0,0
0,"Bank Of America	""Job Description:At Bank of America",offering appropriate solutions and connecting clients with specialists.Â As part of the Bank of America team,RMs have access to industry leading products and services and a team of dedicated product specialists â€“ all designed to meet the unique life priorities of our clients. RMs benefit from personal coaching,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:At Bank of America",client service representatives (CSRs) go beyond processing transactions â€“ youâ€™ll build relationships with clients to understand their financial goals,identify solutions that will benefit them and connect them to the appropriate teammate who can provide education and solutions to help them live their best financial lives. CSRs work in a financial center and report to the financial center manager.Weâ€™ll help youâ€¢ Get training and one-on-one coaching from your manager who is invested in your success. Youâ€™ll enroll in our Academy for Consumer and Small Business to develop as a client service representative.â€¢ Learn core banking solutions and processes. Understand solutions we provide through Bank of America and how to process transactions such as client deposits and cashing checks accurately.â€¢ Grow your network to maximize effectiveness in meeting client needs. Cultivate relationships with teammates and specialists to assist clients with inquiries and/or problem resolution.â€¢ Provide education to clients. Inform and educate clients on how to conduct simple transactions through convenient banking options,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:At Bank of America",client service representatives (CSRs) go beyond processing transactions â€“ youâ€™ll build relationships with clients to understand their financial goals,identify solutions that will benefit them and connect them to the appropriate teammate who can provide education and solutions to help them live their best financial lives. CSRs work in a financial center and report to the financial center manager.Weâ€™ll help youâ€¢ Get training and one-on-one coaching from your manager who is invested in your success. Youâ€™ll enroll in our Academy for Consumer and Small Business to develop as a client service representative.â€¢ Learn core banking solutions and processes. Understand solutions we provide through Bank of America and how to process transactions such as client deposits and cashing checks accurately.â€¢ Grow your network to maximize effectiveness in meeting client needs. Cultivate relationships with teammates and specialists to assist clients with inquiries and/or problem resolution.â€¢ Provide education to clients. Inform and educate clients on how to conduct simple transactions through convenient banking options,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Relationship bankers (RBs) are located in the financial center and are responsible for assisting and educating customers on self-service banking options (for example",online,ATM) and building and deepening customer relationships. RBs are also trained in cash transactions and may be asked to process these transactions both accurately and efficiently when needed.Â Primary Responsibilities:Â Â  â€¢Engage customers in the lobby to assist,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Provide administrative support to two attorneys and their teams. This position interacts with various personnel throughout the legal department and the company",as well as outside clients.â€¢ Possess and utilize a high level of organizational and prioritization skills.â€¢ Document preparation.â€¢ Act as a receipt custodian for expense bills and complete expense reports for the assigned executives.â€¢ Analyze data for accuracy.â€¢ Compile various reports.â€¢ Field telephone calls.â€¢ Manage sensitive and confidential information.â€¢ Demonstrate skills in accountability for assignments," attention to details and arranging meeting commitments for attorneys.â€¢ Following up on assignments with other employees to ensure deadlines are met.â€¢ Prioritize and manage multiple projects simultaneously.REQUIRED SKILLS:DESIRED SKILLS:""	senior-legal-administrative-assistant	http://careers.bankofamerica.com/job-detail/19006080/united-states/us/senior-legal-administrative-assistant",0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Global Risk Analytics (GRA) is seeking to fill a Chief Operating Officer (COO) Team role to support and enhance its effective operation.The successful candidate will have regular exposure to senior GRA leaders",particularly as it relates to the smooth running of the organization. The role requires good judgment,keen intellect and the character to engage and influence a senior audience. Collaboration with a broad spectrum of business partners and stakeholders is vital. Relationship building is therefore central to success in the role.GRA is a division of the Global Risk Management (GRM) function. It is responsible for developing a consistent and coherent set of models and analytical tools for effective risk and capital measurement,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Global Risk Analytics (GRA) is seeking to fill a Chief Operating Officer (COO) Team role to support and enhance its effective operation.The successful candidate will have regular exposure to senior GRA leaders",particularly as it relates to the smooth running of the organization. The role requires good judgment,keen intellect and the character to engage and influence a senior audience. Collaboration with a broad spectrum of business partners and stakeholders is vital. Relationship building is therefore central to success in the role.GRA is a division of the Global Risk Management (GRM) function. It is responsible for developing a consistent and coherent set of models and analytical tools for effective risk and capital measurement,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Global Risk Analytics (GRA) is seeking to fill a Chief Operating Officer (COO) Team role to support and enhance its effective operation.The successful candidate will have regular exposure to senior GRA leaders",particularly as it relates to the smooth running of the organization. The role requires good judgment,keen intellect and the character to engage and influence a senior audience. Collaboration with a broad spectrum of business partners and stakeholders is vital. Relationship building is therefore central to success in the role.GRA is a division of the Global Risk Management (GRM) function. It is responsible for developing a consistent and coherent set of models and analytical tools for effective risk and capital measurement,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Global Risk Analytics (GRA) is seeking to fill a Chief Operating Officer (COO) Team role to support and enhance its effective operation.The successful candidate will have regular exposure to senior GRA leaders",particularly as it relates to the smooth running of the organization. The role requires good judgment,keen intellect and the character to engage and influence a senior audience. Collaboration with a broad spectrum of business partners and stakeholders is vital. Relationship building is therefore central to success in the role.GRA is a division of the Global Risk Management (GRM) function. It is responsible for developing a consistent and coherent set of models and analytical tools for effective risk and capital measurement,0,0,0,0,0,0,0,0,0,0
0,"Bank Of America	""Job Description:Make BAC's Real Time Voice infrastructure reliable and agile for thousands of users.Â  The Workspace Services team combines software and systems administration skills to build and operate a global Collaboration infrastructure.Â  We need creative high energy engineers and technologists to help develop complex mission critical designs in a very fast past",the WSS team routinely works on tasks related to: availability,latency,0,0,0,0,0,0,0,0,0,0
