,Bank Name,Job Title,URL (URL of the job posting),FinTech Score,Non-Fintech Score,Admin_Clerical_HR - Sheet1,Audit and Finance,Business Intelligence and Analysis,Data Analytics and Machine Learning,"Marketing , Sales and management",Network and Cyber Security,Softwrae Development,_Investment and risk management__ - Sheet1
0,"BNY Mellon	""",,,0,0,0,0,0,0,0,0,0,0
0,OTC Derivative Pricing Administrator / Representative,,,0,0,0,0,0,0,0,0,0,0
0,åÊ ,,,0,0,0,0,0,0,0,0,0,0
0,Team description:åÊDerivative Valuations are a centralised global utility that support a number of functions across various business lines. We are responsible for valuing OTC derivative assets for inclusion in: ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,The NAV production process for mutual and hedge fund accounting teams in Europe,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,The valuation of pension funds for global companies based in Europe and the US.  ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Driving margin calls as part of our collateral management business. ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Regulatory reporting and risk analysis by the bank and our clients.åÊ  ,,,0,0,0,0,0,0,0,0,0,0
0,We are a centre of excellence in the OTC Derivative space and provide opportunities to gain considerable training and development across a range of functions,,,0,0,0,0,0,0,0,0,0,0
0,We currently have 60+ people in permanent roles in Dublin,New York and India. The group continues to grow as we take on new business and additional responsibilities.  ,,0,0,0,0,0,0,0,0,0,0
0,As a successful candidate you will be required to:,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Complete and review the daily pricing of OTC assets (e.g. Swaps,Options) for clients we service ,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Ensure all tolerance breakers are validated and where necessary investigation on root cause completed ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Ensure OTC trades are captured into OTC pricing system with high level of accuracy and in timely manner ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Display high level of ownership for processes/projects assigned and initiative by suggesting improvements to processes as well as  ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Work within a tight,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Expose to a range of project/process development/internal & external training initiatives. This will involve working with both the client and various internal departments ‰ÛÒ Trade Capture,Reconciliations etc.  ,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Ensure continuous self-development on theoretical/technical aspects of OTC securities and the data required for accurate calculation of OTC positions prices.  ,,,0,0,0,0,0,0,0,0,0,0
0,What we offer apart from BNYM packages:,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Extensive training package on OTC Derivatives  ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Significant improvement of your MS office skills ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Working in an international environment ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Familiarize with corporate culture  ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Working and learning from industry leaders and highly qualified and experienced professionals åÊåÊ  ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Multiple behavioral training  ,,,0,0,0,0,0,0,0,0,0,0
0,åÊ ,,,0,0,0,0,0,0,0,0,0,0
0,If you like:,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Working in a group & practice your English ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Comparing information from different sources to make decisions ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Develop your analytical skills ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Working in dynamic work environment with exposure to deadlines ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Working with Excel ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Design and implement process improvement solutions  Qualifications,,,0,0,0,0,0,0,0,0,0,0
0,We are looking for candidates who have:,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Bachelor or Master‰Ûªs Degree preferably in Finance,Economics,Business and Engineering (other Degrees will also be considered) ,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Proficiency in using Microsoft packages particularly Excel (knowledge of VBA would be beneficial but not essential) ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Excellent teamwork,oral and written communication skills ,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Excellent analytical,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,High level of accuracy and attention to detail ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,High motivation & willingness to learn and work within the team ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Ability to adapt and learn quickly ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Professional approach to work and personal appearance. ,,,0,0,0,0,0,0,0,0,0,0
0,åÊ ,,,0,0,0,0,0,0,0,0,0,0
0,Our offer for you: ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Excellent opportunities for training,,,0,1,0,0,0,0,1,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Mentoring and job shadowing programs  ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,A multitude of opportunities to get involved in additional charity projects and engagement groups (mountain trips,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Language training course ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Onsite kindergarten ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Employee Referral Program ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Health Promotion: Wellbeing and Innovation Centre,,,0,0,0,0,0,0,0,0,0,0
0,What is more:,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Full time contract of employment,,,0,0,0,0,0,0,0,0,0,0
0,Competitive salary,,,0,0,0,0,0,0,0,0,0,0
0,Health & Life Insurance,,,0,0,0,0,0,0,0,0,0,0
0,Private medical care,,,0,0,0,0,0,0,0,0,0,0
0,Multisport card / Cinema Tickets / Nursery subsidiary,,,0,0,0,0,0,0,0,0,0,0
0,Pension scheme.,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Location: Aquarius Building,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Working hours: 08:30 ‰ÛÒ 17:00; 11:00 ‰ÛÒ 19:30 ,,,0,0,0,0,0,0,0,0,0,0
0,If you apply for this role this means you agree with the following statement:åÊåÊ Through my application for a role with BNY Mellon (Poland) sp. z.o.o. (the Company) I hereby authorize the Company to process my personal data for the purposes of recruitment. Furthermore I declare that I am aware of the voluntary submission of data and I am informed about the right to access the data and the right to correct it,item 883)‰Û. I authorise the Company to process my personal data for future recruitment processes.åÊFurthermore,I authorize BNY Mellon and its‰Ûª affiliates,0,0,0,0,0,0,0,0,0,0
0," åÊ   BNY Mellon is an Equal Employment Opportunity Employer.  Primary Location: Poland-Dolnoslaskie-Wroclaw Job: Operations Internal Jobcode: 70130 Organization: Derivatives MO & RBS-HR14453 Requisition Number: 1900127""	""OTC Derivative Pricing Administrator / Representative",,,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""Middle Office - S2 Under minimal supervision",performs moderately complex functions supporting accounting,trading and client services activities including book-keeping and data review. Reviews moderate volume of documents to ensure processors followed established procedures and took on minimal risk. Leverages some knowledge of processes of procedures to confirm findings. Tracks fund data and trades. Maintains records of moderate complexity in accordance with department policies and procedures. Provides requested data to team members. Searches for fail points in processes and drafts error reports to be provided to clients. Has some knowledge of compliance rules and service level agreements. Escalates external errors. Correction of internal errors is at the discretion of the client. Uses some knowledge of what constitutes an exception to review and identify exceptions in documentation. Confirms findings with more senior team members. If exceptions are found,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""Client Processing - S6 Serves as a lead for the day-to-day operations of a small- to medium-sized client processing support team"," investigates and resolves escalated and/or complex problems in client accounts or company records. Works closely with technology and systems teams to ensure the system is efficient and incorporates any necessary risk mitigations. Trains staff in technical tools and skills as well as specific internal or external client support activities to maximize their contribution to the team and ensure compliance with company policies and industry regulations. May be responsible for allocating and checking work of other team members. May be responsible for specific supervisory review and approval actions. Supports the achievement of team objectives. Qualifications High school/secondary school or the equivalent combination of education and experience is required. Bachelors degree preferred. 7 plus years of technical and management experience preferred. Experience in the securities or financial services industry a plus. Applicable local/regional licenses or certifications as required by the business. BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer.Minorities/Females/Individuals With Disabilities/Protected Veterans.  Primary Location: United States-New York-East Syracuse Internal Jobcode: 70608 Job: Asset Servicing Organization: Investor Services GFI-HR08946 Requisition Number: 1901009""	""Lead Representative"," Client Processing - UIT""	https://jobs.bnymellon.com/jobs/1901009?lang=en-us",1,0,0,0,0,0,0,0,1,0
0,"BNY Mellon	""As Chief Administrative Officer in the Middle Office and Eagle Technology Group",budgets,strategy,0,0,0,0,0,0,0,0,0,0
0,Key Responsibilities,,,0,0,0,0,0,0,0,0,0,0
0,Program & Project Management,,,0,0,0,0,0,0,0,0,0,0
0,Responsibility for administrative duties in conjunction with the team,analytics computation,addressing requests for information,0,0,0,0,0,0,0,0,0,0
0,Help the CAO team to combine technology vision and business objectives into program plans and presentations that deliver value.,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,Financial Management,,,0,0,0,0,0,0,0,0,0,0
0,Assist team leadership in formulating budget proposals based on current and anticipated growth,strategic direction,etc.,0,0,0,0,0,0,0,0,0,0
0,Understand the complexities of accruals,impact of capitalization,recovery,0,0,0,0,0,0,0,0,0,0
0,Support timely and accurate periodic and ad hoc financial reporting.,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,Workforce Management,,,0,0,0,0,0,0,0,0,0,0
0,Activities including headcount management,vendor and contractor management oversite support,and location strategy support ‰ÛÓ seating/space allocation.,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,Communications & Events,,,0,0,0,0,0,0,0,0,0,0
0,Events including,guest speaker,learning,0,0,0,0,0,0,0,0,0,0
0,Internal team communications including emails,Hamilton,SharePoint,0,0,0,0,0,0,0,0,0,0
0,External team communications includes maintenance of our MySource Social content,,,0,0,0,0,0,0,0,0,0,0
0,Other responsibilities,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Constantly seek to drive better first line governance ‰ÛÒ ensure items for discussion are both efficiently and effectively prepared,chairs or other function holders. ,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Take all such action as may be agreed with the CEO to create company-wide ‰ÛÏbest in class‰Û governance.,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Specifically,including those without formal recurring timetables (e.g. the annual planning cycle,SREP and PRISM reviews and responses,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Receive all central communications,intended for the wider CAO community. Act as first line interpretation of such communications and as owner of their resolution unless specifically allocated to a different owner.,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Represent Middle Office/Eagle Technology CAO executive levels across the wider organization and externally.,,,0,0,0,0,0,0,0,0,0,0
0,åáåÊåÊåÊåÊåÊåÊ Co-ordinate senior stakeholders visits to ensure coherent exposure to the BNY Mellon business.,,,0,0,0,0,0,0,0,0,0,0
0,åÊ Qualifications Bachelor's degree in a related discipline or equivalent combination of education and experience required;; MBA preferred 12+ years of experience in financial services or related business partner function with related supervisory,,,0,0,0,0,0,0,0,0,0,0
0,åÊ,,,0,0,0,0,0,0,0,0,0,0
0,Demonstrated ability to work in a team of diverse skill sets and cultures ‰ÛÓ integrity,dependability,and a positive professional attitude.,0,0,0,0,0,0,0,0,0,0
0,Strong interpersonal skills including facilitation,presentation,and communications (both oral and written) ‰ÛÓ consultative,0,0,0,0,0,0,0,0,0,0
0,Highly self-motivated,responsive,and organized ‰ÛÓ able to quickly prioritize,0,0,0,0,0,0,0,0,0,0
0,Proficient in PowerPoint for management presentations ‰ÛÓ ability to conduct research,organize findings,and compile compelling rational business narratives.,0,0,0,0,0,0,0,0,0,0
0,Expert in Excel,v-lookups,macros,0,0,0,0,0,0,0,0,0,0
0,Experience with web,or Confluence site design and content management,a plus.,0,0,0,0,0,0,0,0,0,0
0,åÊ For over 230 years,expanding the financial markets while supporting investors throughout the investment lifecycle. BNY Mellon can act as a single point of contact for clients looking to create,trade,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""Exec Manager",managing portfolios of projects across multiple business units. Leads the execution of the portfolios of projects across multiple business units. Contributes to the evolution of the IT strategy and identification of the yearly thematic goals. Maintains knowledge of emerging technological trends and utilizes this knowledge to educate both IT and the business on opportunities to build better technology solutions that support and drive business decisions. Provides strategic input to the executive management team for the technology direction of the business units. Provides thought leadership in areas of expertise and experience,and catalyzes decisions and actions against these priorities. Develops an integrated roadmap across the IT delivery model components. Accountable for the broad education about the model and establishing a culture of continuous improvement across IT. Provides guidance on setting strategic objectives and goals,1,1,0,0,0,0,1,0,1,0
0,"BNY Mellon	""Supports a moderately complex legal entity or entities",,,0,0,0,0,0,0,0,0,0,0
0,of business,region or accounting process,as assigned. Manages,0,0,0,0,0,0,0,0,0,0
0,numerous activities from start to close,,,0,0,0,0,0,0,0,0,0,0
0,reporting of business outcomes to deliver useable,,,0,0,0,0,0,0,0,0,0,0
0,financial information for the desired period (monthly,,,0,0,0,0,0,0,0,0,0,0
0,May complete other assignments,including standard accounting,,0,0,0,0,0,0,0,0,0,0
0,activities. May provide presentations,,,0,0,0,0,0,0,0,0,0,0
0,senior management,as needed.,,0,0,0,0,0,0,0,0,0,0
0,Supports end to end accounting processes and completes research required to,,,0,0,0,0,0,0,0,0,0,0
0,transform data into information for reporting purposes. Activities may include,,,0,0,0,0,0,0,0,0,0,0
0,processing standard general ledger events and transactions,,,0,0,0,0,0,0,0,0,0,0
0,continuous improvement activities such as the identification and analysis of,,,0,0,0,0,0,0,0,0,0,0
0,exceptions,completing assignments to support the,,0,0,0,0,0,0,0,0,0,0
0,maintenance of the control environment,,,0,0,0,0,0,0,0,0,0,0
0,accordance with global,,,0,0,0,0,0,0,0,0,0,0
0,completing process improvements. May deliver recommendations for use in,,,0,0,0,0,0,0,0,0,0,0
0,accounting and financial reporting to senior management and the internal board,,,0,0,0,0,0,0,0,0,0,0
0,of directors. May complete special project activities,,,0,0,0,0,0,0,0,0,0,0
0,for posting journal entries to the general ledger accounts accurately,,,0,0,0,0,0,0,0,0,0,0
0,completely and in a timely manner. With little guidance,,,0,0,0,0,0,0,0,0,0,0
0,of general ledger accounts or other financial data. Identifies and escalates,,,0,0,0,0,0,0,0,0,0,0
0,issues,,,0,0,0,0,0,0,0,0,0,0
0,reconciliations completed by less experienced professionals. Participates in,,,0,0,0,0,0,0,0,0,0,0
0,assignments across lines of business,,,0,0,0,0,0,0,0,0,0,0
0,an impact on internal and external reporting,,,0,0,0,0,0,0,0,0,0,0
0,processes. Assignments include contributing to the implementation of new or,,,0,0,0,0,0,0,0,0,0,0
0,revised reporting,procedures and,,0,0,0,0,0,0,0,0,0,0
0,reporting templates in order to provide effective financial planning,,,0,0,0,0,0,0,0,0,0,0
0,accounting and reporting of financial information. Provides accounting guidance,,,0,0,0,0,0,0,0,0,0,0
0,to relevant stakeholders. Responsible for identifying and reporting risks,,,0,0,0,0,0,0,0,0,0,0
0,or recurring issues and working with all necessary parties and technical teams,,,0,0,0,0,0,0,0,0,0,0
0,to reach a resolution. No direct reports. May review work completed by less,,,0,0,0,0,0,0,0,0,0,0
0,experienced staff. Contributes to the achievement of the assigned line of,,,0,0,0,0,0,0,0,0,0,0
0,business,country,region or accounting process',0,0,0,0,0,0,0,0,0,0
0,objectives. Modified based upon local regulations/requirements. ,,,0,0,0,0,0,0,0,0,0,0
0,Qualifications Bachelor's degree or equivalent combination of education and,,,0,0,0,0,0,0,0,0,0,0
0,work experience required. Accounting concentration preferred. MBA or,,,0,0,0,0,0,0,0,0,0,0
0,CPA/CA/local area equivalent certification preferred. 5-7 years of total work,,,0,0,0,0,0,0,0,0,0,0
0,experience preferred; knowledge of GAAP and accounting and finance concepts and,,,0,0,0,0,0,0,0,0,0,0
0,analysis techniques preferred. Experience designing financial models and,,,0,0,0,0,0,0,0,0,0,0
0,accounting processes preferred.åÊ,,,0,0,0,0,0,0,0,0,0,0
0,"åÊ BNY Mellon is an Equal Employment Opportunity/Affirmative Action Employer.Minorities/Females/Individuals With Disabilities/Protected Veterans.  Primary Location: United States-Pennsylvania-Pittsburgh Internal Jobcode: 85084 Job: Finance/Accounting Organization: Finance-HR06599 Requisition Number: 1901904""	""Specialist",,,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""With minimal guidance",as directed. Based on assessments of controls,works with business units to implement improvements and develop documentation when control changes are made. As directed,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	"" Senior Representative",,,0,0,0,0,0,0,0,0,0,0
0,Team description:åÊRegulatory Administration ,,,0,0,0,0,0,0,0,0,0,0
0,provides regulatory filing and board administration services to BNY ,,,0,0,0,0,0,0,0,0,0,0
0,Mellon‰Ûªs US registered mutual fund clients. ,,,0,0,0,0,0,0,0,0,0,0
0,As a member of the team,,,0,0,0,0,0,0,0,0,0,0
0,Poland-based team members with editing regulatory documents,,,0,0,0,0,0,0,0,0,0,0
0,collating,,,0,0,0,0,0,0,0,0,0,0
0,materials,,,0,0,0,0,0,0,0,0,0,0
0,office support as needed.åÊ  ,,,0,0,0,0,0,0,0,0,0,0
0,Such tasks include,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,drafting and filing of (i) post effective amendments,,,0,0,0,0,0,0,0,0,0,0
0,to registration statements,,,0,0,0,0,0,0,0,0,0,0
0,statement of additional information,(ii) proxy statements,,0,0,0,0,0,0,0,0,0,0
0,(iii) Forms N-CEN,N-Q,N-PX,0,0,0,0,0,0,0,0,0,0
0,documents,and (vi) such other regulatory ,,0,1,0,0,0,0,0,0,0,1
0,documents or forms as may be agreed to,with the client. ,,0,0,0,0,0,0,0,0,0,0
0,åÊ ,,,0,0,0,0,0,0,0,0,0,0
0,preparing,,,0,0,0,0,0,0,0,0,0,0
0,committee meeting materials,but not limited to: notices,,0,0,0,0,0,0,0,0,0,0
0,agendas,minutes and memoranda in connection with a ,,0,0,0,0,0,0,0,0,0,0
0,client‰Ûªs board/committee meetings.åÊ Work with electronic platforms to ,,,0,0,0,0,0,0,0,0,0,0
0,collate and produce board books. ,,,0,0,0,0,0,0,0,0,0,0
0,åÊ ,,,0,0,0,0,0,0,0,0,0,0
0,assisting in other departmental and company initiatives,,,0,0,0,0,0,0,0,0,0,0
0,As a successful candidate you will be given ,,,0,0,0,0,0,0,0,0,0,0
0,opportunity to acquire and develop knowledge of the US mutual fund ,,,0,0,0,0,0,0,0,0,0,0
0,industry and corresponding securities laws.  ,,,0,0,0,0,0,0,0,0,0,0
0,During your first few months,,,0,0,0,0,0,0,0,0,0,0
0,on-the job training,,,0,0,0,0,0,0,0,0,0,0
0,overall onboarding and integration in the Regulatory Administration ,,,0,0,0,0,0,0,0,0,0,0
0,Department.åÊ You will be assigned to US-based client teams and receive ,,,0,0,0,0,0,0,0,0,0,0
0,training from US and Poland-based staff (core services,,,0,0,0,0,0,0,0,0,0,0
0,procedures,electronic reporting platforms,etc.).  ,0,0,0,0,0,0,0,0,0,0
0,If you are interested in:,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Working with the English language (both verbal and written) ,,,0,0,0,0,0,0,0,0,0,0
0,Working in a team environment ‰ÛÒ both independently and collaboratively  ,,,0,0,0,0,0,0,0,0,0,0
0,Working cross-culturally with international team members ,,,0,0,0,0,0,0,0,0,0,0
0,Learning about US regulatory reporting laws  Qualifications We are looking for candidates who have:,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Advanced English proficiency (both verbal and written) ,,,0,0,0,0,0,0,0,0,0,0
0,Strong writing skills ,,,0,0,0,0,0,0,0,0,0,0
0,High motivation & willingness to learn (self-starters) ,,,0,0,0,0,0,0,0,0,0,0
0,Interested working both individually and collaboratively within a team ,,,0,0,0,0,0,0,0,0,0,0
0,Working knowledge of Microsoft Office (Word ‰ÛÒ Excel ‰ÛÒ PowerPoint) ,,,0,0,0,0,0,0,0,0,0,0
0,Our offer for you: ,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Excellent opportunities for training,,,0,1,0,0,0,0,1,0,0,0
0,Mentoring and job shadowing programs  ,,,0,0,0,0,0,0,0,0,0,0
0,A multitude of opportunities to get involved in ,,,0,0,0,0,0,0,0,0,0,0
0,additional charity projects and engagement groups (mountain trips,,,0,0,0,0,0,0,0,0,0,0
0,football team etc.) ,,,0,0,0,0,0,0,0,0,0,0
0,Language training course ,,,0,0,0,0,0,0,0,0,0,0
0,Onsite kindergarten ,,,0,0,0,0,0,0,0,0,0,0
0,Employee Referral Program ,,,0,0,0,0,0,0,0,0,0,0
0,Health Promotion: Wellbeing and Innovation Centre,,,0,0,0,0,0,0,0,0,0,0
0,What is more:,,,0,0,0,0,0,0,0,0,0,0
0,Full time contract of employmentCompetitive salaryHealth & Life InsurancePrivate medical careMultisport card / Cinema Tickets / Nursery subsidiaryPension scheme,,,0,0,0,0,0,0,0,0,0,0
0,Location: Aquarius Building ul. Swobodna 3. ,,,0,0,0,0,0,0,0,0,0,0
0,Working hours: 9:30-18:00 (1st shift) / 12:30-21:00 (mid-shift)  ,,,0,0,0,0,0,0,0,0,0,0
0,If you apply for this role this means you agree with the following statement:åÊåÊ,,,0,0,0,0,0,0,0,0,0,0
0,Through my application for a role with BNY Mellon (Poland) sp. z.o.o. ,,,0,0,0,0,0,0,0,0,0,0
0,(the Company) I hereby authorize the Company to process my personal data,,,0,0,0,0,0,0,0,0,0,0
0,for the purposes of recruitment. Furthermore I declare that I am aware ,,,0,0,0,0,0,0,0,0,0,0
0,of the voluntary submission of data and I am informed about the right to,,,0,0,0,0,0,0,0,0,0,0
0,access the data and the right to correct it,,,0,0,0,0,0,0,0,0,0,0
0,Data Protection Act of 29 August 1997 (Journal of Laws [Dz.U] No. 133,,,0,0,0,0,0,0,0,0,0,0
0,item 883)‰Û. I authorise the Company to process my personal data for ,,,0,0,0,0,0,0,0,0,0,0
0,future recruitment processes.åÊFurthermore,Taleo (UK) Limited to process my personal data.åÊBNY,,0,0,0,0,0,0,0,0,0,0
0,Mellon and affiliates registration details.BNY Mellon (Poland) sp. ,,,0,0,0,0,0,0,0,0,0,0
0,z.o.o Registered office ‰ÛÒ Swobodna 3,,,0,0,0,0,0,0,0,0,0,0
0,York Mellon (International) Limited ‰ÛÒ 1 Canada Square,E14 5AL ,,0,0,0,0,0,0,0,0,0,0
0,The Bank of New York Mellon SA/NV ‰ÛÒ 46 Rue Montoyerstraat,,,0,0,0,0,0,0,0,0,0,0
0,Brussels,,,0,0,0,0,0,0,0,0,0,0
0,High Road,United Kingdom. Please note that during the ,,0,0,0,0,0,0,0,0,0,0
0,recruitment process you may be asked to provide further information and ,,,0,0,0,0,0,0,0,0,0,0
0,supporting documents. The information provided may be verified and ,,,0,0,0,0,0,0,0,0,0,0
0,reviewed,as to their veracity and ,,0,0,0,0,0,0,0,0,0,0
0,accuracy. åÊåÊ ,,,0,0,0,0,0,0,0,0,0,0
0,åÊ ,,,0,0,0,0,0,0,0,0,0,0
0," åÊ   BNY Mellon is an Equal Employment Opportunity Employer.  Primary Location: Poland-Dolnoslaskie-Wroclaw Job: Asset Servicing Internal Jobcode: 70387 Organization: Glb Fund Accnt & Fund Admin-HR13984 Requisition Number: 1818859""	""Senior Representative",,,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""Sr. Specialist Information Security Analyst->> Consults with other IT areas and the businesses and provides professional support for major components of the company's information security infrastructure. Contributes to the development and implementation of security architecture",procedures and guidelines for multiple platforms. Consults with the business and operational infrastructure personnel regarding new and existing technologies. Recommends new security tools to management and reports and provides guidance and expertise in their implementation. Reviews and analyzes complex data and information to provide insights,conclusions and actionable recommendations provides direction and guidance on reports and analyses and ensures recommendations are aligned with customer/business needs and capabilities. Ensures that all significant security concerns are addressed. Recommends course of action to mitigate risk and ensures that appropriate standards are established and published. Contributes to the achievement of area objectives. Qualifications Bachelor's degree in computer science or a related discipline,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""Take ownership of the overall consultant proposition in North America. Take ownership for specific firm relationships",galvanising and coordinating the existing US based sales resources. Coordinate with the Global Head of Consultants. Work with the existing marketing,rfp and investment resources to build Newton s market presence by delivering a consistent and focused investment message to external stakeholders,0,0,0,0,0,0,0,0,0,0
0,"BNY Mellon	""Client Processing - S6",,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Serves as a lead for the day-to-day operations of a small- to medium-sized client processing support team,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Serves as the primary point of contact for clients and assists in communicating needs and issues internally with operating areas and externally with clients.,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Participates in processing update to client accounts and company records to ensure they are managed correctly and in a timely manner.,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Provides support to business and technology managers. Handles complex client inquiries and requests.,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Identifies,,,1,1,0,1,0,0,0,0,1,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,Trains staff in technical tools and skills as well as specific internal or external client support activities to maximize their contribution to the team and ensure compliance with company policies and industry regulations.,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
0,May be responsible for allocating and checking work of other team members.   May be responsible for specific supervisory review and approval actions.,,,0,0,0,0,0,0,0,0,0,0
0,,,,0,0,0,0,0,0,0,0,0,0
